"Course Term Select","SCABASE Start Term","Subj Code","Course Number","Course Desc","College Code","College Desc","Division Code","Division Desc","Dept Code","Dept Desc","Status Code","Status Desc","Credit Hours","Level1 Code","Level2 Code","Level3 Code","Attribute Level Code","Course Long Desc","Exclude From ART/Degree Classification","Web Semester Code","Web Semester Desc","MOMD Ind","WHM Ind","Web Display Ind","CRN","Section Camp Code","Section Camp Desc","Maximum Enrollment","Module Creation Date","Module Lead Name","Module Lead ID","Elective Ind","Section Status Code","SCABASE End Term"
"002026","002019","04","32802","LH Telero Telepr Augmen Realit","13","College Eng and Physical Sci","080","School of Engineering","021","Elec, Elec & Sys Engineering","A","Active","20","UG","","","LH","LH Telerobotics, Telepresence and Augmented Reality","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002023","08","39031","LI Di La+Fi:T+P f a S D P Dub","10","College Life and Env Sci","022","School of Geog Earth & Env Sci","022","Geography","A","Active","20","UG","","","LC","LI Dissertation Labs and Fieldwork: Theory and Practice for a Sustainability dissertation project","N","6","Semester 2","N","N","Y","","","","","2023/01/26 00:00:00","","","","","999999"
"002026","002023","03","39006","LM Microb Physiol & Viru (Dub)","10","College Life and Env Sci","038","School of Bioscience","038","School of Biosciences","A","Active","20","GT","","","LM","LM Microbial Physiology and Virulence","N","6","Semester 2","N","N","Y","","","","","2023/01/17 00:00:00","","","","","999999"
"002026","002018","04","30054","LM Digital Design","13","College Eng and Physical Sci","080","School of Engineering","021","Elec, Elec & Sys Engineering","A","Active","20","GT","","","LM","LM Digital Design","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002016","04","28604","LC Electrical Engineering 1","13","College Eng and Physical Sci","080","School of Engineering","021","Elec, Elec & Sys Engineering","A","Active","20","UG","","","LC","LC Electrical Engineering 1","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002023","04","39000","LM Bus & Peop Manag (Dub)","13","College Eng and Physical Sci","080","School of Engineering","015","Civil Engineering","A","Active","20","GT","","","LM","LM Business and People Management","N","6","Semester 2","N","N","Y","","","","","2023/01/09 00:00:00","","","","","999999"
"002026","002021","11","39145","LM Education Futures","12","College Social Sciences","020","School of Education","229","Education & Social Justice","A","Active","20","GT","","","LM","LM Education Futures","N","6","Semester 2","N","N","Y","","","","","2023/03/23 00:00:00","","","","","999999"
"002026","002018","04","30056","LM Software and Systems","13","College Eng and Physical Sci","080","School of Engineering","021","Elec, Elec & Sys Engineering","A","Active","20","UG","","","LM","LM Software and Systems","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002023","02","39090","LM Immunotherap Researc Projec","14","College Medicine and Health","083","School of Medical Sciences","215","Birmingham Medical School","A","Active","60","GT","","","LM","LM Immunotherapy Research Project","N","1","Full Term","N","N","Y","","","","","2023/02/10 00:00:00","","","","","999999"
"002026","002023","04","39157","LH Self-Sens Mat + Adv Con Mon","13","College Eng and Physical Sci","058","Metallurgy and Materials","031","Metallurgy & Materials","A","Active","10","UG","","","LH","LH Self-Sensing Materials and Advanced Condition Monitoring","N","5","Semester 1","N","N","Y","","","","","2023/03/28 00:00:00","","","","","999999"
"002026","002023","03","39172","LM Professional Dissertation","10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","036","Sport, Ex and Rehab Sciences","A","Active","60","GT","","","LM","LM Professional Dissertation","N","1","Full Term","N","N","Y","","","","","2023/03/30 00:00:00","","","","","999999"
"002026","002020","09","33398","LI IWLP Italian Level 2A","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","153","Languages for All","A","Active","10","UG","","","LI","LI IWLP Italian Level 2A","N","5","Semester 1","Y","N","Y","","","","","","","","","","999999"
"002026","002014","04","27528","LM Renew Energy Syst Integrat","13","College Eng and Physical Sci","080","School of Engineering","021","Elec, Elec & Sys Engineering","A","Active","20","GT","","","LM","LM Renewable Energy Systems Integration","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002021","02","39176","LM Appl Lead & Man (September)","14","College Medicine and Health","084","School of Health Sciences","023","Nursing and Midwifery","A","Active","20","GT","","","LM","LM Applied Leadership and Management","N","1","Full Term","N","N","Y","","","","","2023/04/05 00:00:00","","","","","999999"
"002026","002025","08","39038","LH Sustainability Place (Dub)","10","College Life and Env Sci","022","School of Geog Earth & Env Sci","022","Geography","A","Active","20","UG","","","LH","LH Sustainability Placement","N","5","Semester 1","N","N","Y","","","","","2023/01/26 00:00:00","","","","","999999"
"002026","002013","07","26811","LH Adv Manage Acc (Sem 2)","12","College Social Sciences","012","Birmingham Business School","246","Accounting","A","Active","10","UG","","","LH","LH Advanced Management Accounting (Semester 2)","N","6","Semester 2","N","N","N","","","","","","","","","","999999"
"002026","002008","08","22014","LM Visual Research Methods","12","College Social Sciences","054","COS - College Hub","200","COS - College Hub","D","Dormant (but will run later)","10","GT","","","LM","LM Visual Research Methods","N","4","Summer Period","N","N","Y","","","","","","","","","","999999"
"002026","002009","01","22450","LM Res Method + Crit Appraisal","14","College Medicine and Health","085","School of Infec, Inflam, Immun","204","Biomedical Sciences","D","Dormant (but will run later)","20","GT","","","LM","Research Methods and Critical Appraisal of Published Work","N","","","N","N","N","","","","","","","","","","999999"
"002026","002012","08","25995","LM Trust Build & Conf Trans","12","College Social Sciences","053","Government","142","Political Sci & Intern'tl Stud","A","Active","20","GT","","","LM","LM Trust-building and Conflict Transformation","N","6","Semester 2","N","N","N","","","","","","","","","","999999"
"002026","002013","04","26220","LM Ferment and Cell Culture","13","College Eng and Physical Sci","056","Chemical Engineering","013","Chemical Engineering","D","Dormant (but will run later)","10","UG","","","LM","Fermentation and Cell Culture","N","5","Semester 1","N","N","N","","","","","","","","","","999999"
"002026","002011","07","24404","LD Advanced Research Methods","12","College Social Sciences","012","Birmingham Business School","115","Economics","A","Active","20","GT","","","LD","LD Advanced Research Methods","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002014","08","26959","LM Int Public Management","12","College Social Sciences","053","Government","131","Public Administration and Poli","A","Active","20","GT","","","LM","LM International Public Management","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002012","09","24703","LM Hist of Warfare Diss","11","College Arts and Law","047","History and Cultures","225","History","A","Active","60","GT","","","LM","LM History of Warfare Dissertation","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002014","11","27080","LI Academ Eng Stud Skill 2","15","Corporate Services","064","EISU","214","Birmingham International Acad","A","Active","20","UG","","","LI","Academic English and Study Skills 2","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002014","09","27121","LM Bioethics (DL)","11","College Arts and Law","050","Phil, Theology and Religion","140","Philosophy","A","Active","20","GT","","","LM","LM Bioethics","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002012","03","24880","LM Groundwat Org Cont Pol Rem","10","College Life and Env Sci","022","School of Geog Earth & Env Sci","019","Earth and Environ Sciences","A","Active","20","GT","UG","","LM","Groundwater Organic Contaminant Pollution and Remediation","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002014","08","27169","LH Reflection on Practice 2","12","College Social Sciences","035","School of Soc Pol and Society","263","Social Work & Social Care","A","Active","30","UG","","","LH","LH Reflection on Practice 2","N","1","Full Term","N","N","N","","","","","","","","","","999999"
"002026","002009","08","23021","LC Soc Pers Mental Health Deaf","12","College Social Sciences","035","School of Soc Pol and Society","263","Social Work & Social Care","A","Active","10","UG","","","LC","LC Social Perspectives on Mental Health and Deafness","N","1","Full Term","N","N","Y","","","","","","Tamsin Waterhouse","1264233","","","999999"
"002026","002013","09","26715","LI CAHA Year Abroad","11","College Arts and Law","047","History and Cultures","239","Classics, AH and Archaeology","A","Active","120","UG","","","LI","LI CAHA Year Abroad","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002011","11","26788","LM Teach Exp 2 (KEC)","12","College Social Sciences","020","School of Education","228","Teacher Education","A","Active","10","GT","","","LM","LM Teaching Experience 2","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002012","01","25376","LI Science of Medicines 2","14","College Medicine and Health","084","School of Health Sciences","205","Pharmacy","A","Active","20","UG","","","LI","Science of Medicines 2","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002012","01","25390","LM Profess Experience Elective","14","College Medicine and Health","084","School of Health Sciences","205","Pharmacy","A","Active","10","UG","","","LM","Professional Experience Elective","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002013","01","26411","Group Poster Project (MBChB)","14","College Medicine and Health","083","School of Medical Sciences","215","Birmingham Medical School","A","Active","0","UG","","","LC","Group Poster Project","N","4","Summer Period","N","N","Y","","","","","","","","","","999999"
"002026","002014","06","25671","LI Statistics","13","College Eng and Physical Sci","029","Mathematics","029","Mathematics","A","Active","20","UG","","","LI","LI Statistics","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002012","01","25731","LH Clin Core Pract (Med Stu)","14","College Medicine and Health","083","School of Medical Sciences","215","Birmingham Medical School","A","Active","60","UG","","","LH","Clinical Core Practice (Medical Studies)","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002013","11","25727","LM Int & Cur Man (SpLD)/Dys","12","College Social Sciences","020","School of Education","231","Disab, Inclusion & Spec Needs","A","Active","20","GT","","","LM","LM Intervention and Curriculum Management for Specific Learning Difficulties (SpLD) / Dyslexia","N","5","Semester 1","N","N","Y","","","","","","Deirdre Martin","12428","","","999999"
"002026","002009","11","23685","LM Prof con (SENCO) pol+pro S1","12","College Social Sciences","020","School of Education","231","Disab, Inclusion & Spec Needs","A","Active","20","GT","","","LM","Professional contexts and the strategic role of the special educational needs coordinator (SENCO): policy and procedures","N","5","Semester 1","N","N","Y","","","","","","Christopher Robertson","37675","","","999999"
"002026","002014","01","27403","LM Ad Le Theo App Mult Hea Sim","14","College Medicine and Health","084","School of Health Sciences","216","Applied Health Sciences","A","Active","20","GT","","","LM","Adult Learning Theory and its Application to Multidisciplinary Healthcare Simulation.","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","001998","08","07947","Dissertation (Economics)","12","College Social Sciences","012","Birmingham Business School","115","Economics","A","Active","60","GT","","","LM","LM Dissertation (Economics)","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002004","01","18360","LM Occupational Ergonomics","14","College Medicine and Health","084","School of Health Sciences","216","Applied Health Sciences","A","Active","10","GT","","","LM","Occupational Ergonomics","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","000000","11","05664","Intro to Bilingualism in Ed LM","12","College Social Sciences","020","School of Education","229","Education & Social Justice","A","Active","20","GT","","","LM","Introduction to Bilingualism in Education","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002006","07","20450","LM Intro Development Projects","12","College Social Sciences","053","Government","113","International Development","A","Active","20","GT","","","LM","Introduction to Development Projects","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","000000","01","00013","LM Dissertation (ClinOnc)","14","College Medicine and Health","083","School of Medical Sciences","128","Inst of Cancer / Genomic Sci","A","Active","60","GT","","","LM","Clinical Oncology Dissertation","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002002","02","16009","LI Good Brain, Bad Brain 1","14","College Medicine and Health","084","School of Health Sciences","205","Pharmacy","A","Active","10","UG","","","LI","Good Brain, Bad Brain 1","N","5","Semester 1","Y","N","Y","","","","","","","","Module outside main discipline","","999999"
"002026","002014","04","27412","LH Research Proj for Occ Stud","13","College Eng and Physical Sci","014","Chemistry","014","Chemistry","A","Active","60","UG","","","LH","60-Credit Research Project for Occasional Students","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002012","08","24524","LM Marine Insurance","11","College Arts and Law","027","Birmingham Law School","027","Law","D","Dormant (but will run later)","20","GT","","","LM","LM Marine Insurance","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002010","03","23559","LH Atomic Physics","13","College Eng and Physical Sci","032","Physics and Astronomy","032","Physics & Astronomy","A","Active","10","UG","","","LH","LH Atomic Physics","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002003","03","17296","LI Statistic Physics & Entropy","13","College Eng and Physical Sci","032","Physics and Astronomy","032","Physics & Astronomy","A","Active","10","UG","","","LI","LI Statistical Physics and Entropy","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002014","03","27296","LM Research Review in Psych","10","College Life and Env Sci","033","School of Psychology","033","School of Psychology","A","Active","20","GT","","","LM","LM Research Review in Psychology","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","000000","07","02890","Finance for Managers for MBA","12","College Social Sciences","012","Birmingham Business School","247","Finance","A","Active","10","GT","","","LM","LM Finance for Managers (MBA)","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002007","08","20918","LH Dem + Dem Cont Europe","12","College Social Sciences","053","Government","142","Political Sci & Intern'tl Stud","D","Dormant (but will run later)","20","UG","","","LH","LH Democracy and Democratization in Contemporary Europe","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002008","08","21875","LM Narrative Research","12","College Social Sciences","054","COS - College Hub","200","COS - College Hub","D","Dormant (but will run later)","10","GT","","","LM","LM Narrative Research","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002014","08","27812","LM Case Study Research Design","12","College Social Sciences","054","COS - College Hub","200","COS - College Hub","A","Active","10","GT","","","LM","LM Case Study Research Design","N","4","Summer Period","N","N","Y","","","","","","","","","","999999"
"002026","002015","08","28236","LH Lib Art + Sc Yr Ab 3 (15cr)","11","College Arts and Law","050","Phil, Theology and Religion","213","Phil, Theol & Religion","A","Active","15","UG","","","LH","LH Liberal Arts and Sciences Year Abroad 3 (15 credits)","N","1","Full Term","N","N","N","","","","","","","","","","999999"
"002026","002015","08","28246","LH Lib Art + Sc Yr Ab 6 (20cr)","11","College Arts and Law","050","Phil, Theology and Religion","213","Phil, Theol & Religion","A","Active","20","UG","","","LH","LH Liberal Arts and Sciences Year Abroad 6 (20 credits)","N","1","Full Term","N","N","N","","","","","","","","","","999999"
"002026","002015","08","28253","LM Lib Art + Sc Yr Ab 8 (10cr)","11","College Arts and Law","050","Phil, Theology and Religion","213","Phil, Theol & Religion","A","Active","10","UG","","","LM","LM Liberal Arts and Sciences Year Abroad 8 (10 credits)","N","1","Full Term","N","N","N","","","","","","","","","","999999"
"002026","002015","08","28259","LM Lib Art + Sc Yr Ab 2 (12cr)","11","College Arts and Law","050","Phil, Theology and Religion","213","Phil, Theol & Religion","A","Active","12","UG","","","LM","LM Liberal Arts and Sciences Year Abroad 2 (12 credits)","N","1","Full Term","N","N","N","","","","","","","","","","999999"
"002026","002003","01","17702","LM Int Pract/Cog Behav Therapy","10","College Life and Env Sci","033","School of Psychology","033","School of Psychology","A","Active","20","GT","","","LM","Introductory Practitioner Course in Cognitive Behaviour Therapy","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","001999","03","08060","Psych & the Underst of Crime","10","College Life and Env Sci","033","School of Psychology","033","School of Psychology","A","Active","10","GT","","","LM","Psychological Theories and the Understanding of Crime","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","001999","03","08065","Forens Psych & Forensic Issues","10","College Life and Env Sci","033","School of Psychology","033","School of Psychology","A","Active","10","GT","","","LM","Forensic Psychotherapy and Forensic Issues","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002001","03","14418","LM Found in Crit Think","10","College Life and Env Sci","033","School of Psychology","033","School of Psychology","D","Dormant (but will run later)","10","GR","GT","","LM","Foundations in Critical Thinking","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002003","03","17306","LM Adv Part Physics Techniques","13","College Eng and Physical Sci","032","Physics and Astronomy","032","Physics & Astronomy","A","Active","10","UG","","","LM","LM Advanced Particle Physics Techniques","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002015","07","28803","LF Quant Meth Bus Econ (Jan)","12","College Social Sciences","012","Birmingham Business School","115","Economics","A","Active","20","UG","","","LF","LF Quantitative Methods for Business and Economics","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002014","03","26999","LI Human Struct & Function","10","College Life and Env Sci","038","School of Bioscience","038","School of Biosciences","A","Active","20","UG","","","LI","LI Human Structure and Function","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002010","07","28969","LM Operations Manage (Campus)","12","College Social Sciences","012","Birmingham Business School","261","Management","A","Active","10","GT","","","LM","LM Operations Management","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002016","10","29002","LI Elizabethan + Jacob Drama","11","College Arts and Law","046","Eng, Drama, & Creative Studies","114","Drama and Theatre Arts","D","Dormant (but will run later)","20","UG","","","LI","LI Elizabethan and Jacobean Drama","N","6","Semester 2","N","N","N","","","","","","","","","","999999"
"002026","002015","07","29061","LM Pub Policy Res Method (DLW)","15","Corporate Services","079","Educational Enterprise","255","Wiley","A","Active","10","GT","","","LM","LM Public Policy Research Methods","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002016","08","29091","LC Law in Action 1","11","College Arts and Law","027","Birmingham Law School","027","Law","D","Dormant (but will run later)","20","UG","","","LC","LC Law in Action 1","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002016","04","29250","LH Capability Sys Engineer","13","College Eng and Physical Sci","080","School of Engineering","021","Elec, Elec & Sys Engineering","D","Dormant (but will run later)","10","UG","","","LH","LH Capability Systems Engineering","N","6","Semester 2","N","N","N","","","","","","","","","","999999"
"002026","002003","09","18153","LM Functional Grammar (DL)","11","College Arts and Law","046","Eng, Drama, & Creative Studies","237","Linguistics and Communication","A","Active","20","GT","","","LM","LM Functional Grammar","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002002","09","16282","LM African Fict+ its Critic","11","College Arts and Law","047","History and Cultures","108","African Studies & Anthropology","D","Dormant (but will run later)","20","GT","","","LM","African Fiction and its Critics","N","5","Semester 1","N","N","N","","","","","","","","","","999999"
"002026","002004","09","18770","LC Thinking Anthropologically","11","College Arts and Law","047","History and Cultures","108","African Studies & Anthropology","A","Active","20","UG","","","LC","LC Thinking Anthropologically","N","5","Semester 1","Y","N","Y","","","","","","","","Module outside main discipline","","999999"
"002026","002015","11","28395","LM Edu Pra Soc Ju Eq Pass/Fail","12","College Social Sciences","020","School of Education","229","Education & Social Justice","A","Active","20","GT","","","LM","LM Educational Practices for Social Justice and Equity","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002015","11","28462","LI Golf Coaching DL","10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","235","Golf Studies","A","Active","20","UG","","","LI","LI Golf Coaching DL","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002015","09","27966","LC IWLP French L4 (FLC)","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","153","Languages for All","A","Active","0","UG","","","LC","LC IWLP French Level 4 (Free Language Course)","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002015","09","27981","LC IWLP Italian Lev 7 FLC","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","153","Languages for All","D","Dormant (but will run later)","0","UG","","","LC","LC IWLP Italian Level 7 (FLC)","N","1","Full Term","N","N","N","","","","","","","","","","999999"
"002026","002015","09","27998","LC IWLP Japanese Lev 2 FLC","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","153","Languages for All","A","Active","0","UG","","","LC","LC IWLP Japanese Level 2 (FLC)","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002015","08","28029","LI Lib Art + Sc Yr Ab 1 (10cr)","11","College Arts and Law","050","Phil, Theology and Religion","213","Phil, Theol & Religion","A","Active","10","UG","","","LI","LI Liberal Arts and Sciences Year Abroad 1 (10 credits)","N","1","Full Term","N","N","N","","","","","","","","","","999999"
"002026","002015","08","28111","LC Lib Art + Sc Yr Ab 2 (12cr)","11","College Arts and Law","050","Phil, Theology and Religion","213","Phil, Theol & Religion","A","Active","12","UG","","","LC","LC Liberal Arts and Sciences Year Abroad 2 (12 credits)","N","1","Full Term","N","N","N","","","","","","","","","","999999"
"002026","002015","08","28125","LC Lib Art + Sc Yr Ab 7 (15cr)","11","College Arts and Law","050","Phil, Theology and Religion","213","Phil, Theol & Religion","A","Active","15","UG","","","LC","LC Liberal Arts and Sciences Year Abroad 7 (15 credits)","N","1","Full Term","N","N","N","","","","","","","","","","999999"
"002026","002015","08","28135","LI Lib Art + Sc Yr Ab 3 (10cr)","11","College Arts and Law","050","Phil, Theology and Religion","213","Phil, Theol & Religion","A","Active","10","UG","","","LI","LI Liberal Arts and Sciences Year Abroad 3 (10 credits)","N","1","Full Term","N","N","N","","","","","","","","","","999999"
"002026","002015","08","28148","LI Lib Art + Sc Yr Ab 2 (12cr)","11","College Arts and Law","050","Phil, Theology and Religion","213","Phil, Theol & Religion","A","Active","12","UG","","","LI","LI Liberal Arts and Sciences Year Abroad 2 (12 credits)","N","1","Full Term","N","N","N","","","","","","","","","","999999"
"002026","002015","08","28161","LI Lib Art + Sc Yr Ab 5 (15cr)","11","College Arts and Law","050","Phil, Theology and Religion","213","Phil, Theol & Religion","A","Active","15","UG","","","LI","LI Liberal Arts and Sciences Year Abroad 5 (15 credits)","N","1","Full Term","N","N","N","","","","","","","","","","999999"
"002026","002015","07","28189","LI Financial Reporting (KPMG)","12","College Social Sciences","012","Birmingham Business School","246","Accounting","A","Active","10","UG","","","LI","Financial Reporting","N","6","Semester 2","N","N","N","","","","","","","","","","999999"
"002026","002015","08","28234","LH Lib Ar + Sc Yr Ab 10 (12cr)","11","College Arts and Law","050","Phil, Theology and Religion","213","Phil, Theol & Religion","A","Active","12","UG","","","LH","LH Liberal Arts and Sciences Year Abroad 10 (12 credits)","N","1","Full Term","N","N","N","","","","","","","","","","999999"
"002026","002017","04","31417","LM Indiv Res Project (UoL)","13","College Eng and Physical Sci","058","Metallurgy and Materials","031","Metallurgy & Materials","D","Dormant (but will run later)","60","GT","","","LM","LM Individual Research Project","N","","","N","N","N","","","","","2018/07/18 00:00:00","","","","","999999"
"002026","002018","09","31403","LI Anthropology of Migration","11","College Arts and Law","047","History and Cultures","108","African Studies & Anthropology","D","Dormant (but will run later)","20","UG","","","LI","LI Anthropology of Migration","N","5","Semester 1","N","N","N","","","","","2018/07/09 00:00:00","","","","","999999"
"002026","002018","09","31490","LC IWLP Chin Mand Lev 7 OA 0cr","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","153","Languages for All","D","Dormant (but will run later)","0","UG","","","LC","LC IWLP Chinese (Mandarin) Level 7 (Open Access)","N","1","Full Term","N","N","Y","","","","","2018/08/06 00:00:00","","","","","999999"
"002026","002012","01","25375","LI Chem for Pharmacists 2","14","College Medicine and Health","084","School of Health Sciences","205","Pharmacy","A","Active","20","UG","","","LI","Chemistry for Pharmacists 2","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002013","09","26092","LH Arts Manage in Practice","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","134","Music","A","Active","20","UG","","","LH","LH Arts Management in Practice","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002013","02","26347","LH Research Project (Dent Hyg)","14","College Medicine and Health","084","School of Health Sciences","242","Dental Hygiene and Therapy","A","Active","30","UG","","","LH","Research Project","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002016","04","29498","LM Food Plant and Process","13","College Eng and Physical Sci","056","Chemical Engineering","013","Chemical Engineering","A","Active","20","UG","","","LM","LM Food Plant and Process","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002020","06","34188","LM Software Worksh 2 (MSc) Dub","13","College Eng and Physical Sci","016","Computer Science","016","Computer Science","A","Active","20","GT","","","LM","LM Software Workshop 2","N","6","Semester 2","N","N","Y","","","","","2019/07/19 00:00:00","","","","","999999"
"002026","002020","03","35888","LM Practice Assess 17924 Y3 B","10","College Life and Env Sci","033","School of Psychology","033","School of Psychology","A","Active","20","GT","","","LM","Practice Assessment 1","N","6","Semester 2","N","N","Y","","","","","2020/06/09 00:00:00","","","","","999999"
"002026","002016","07","29620","LM Crit Int Man (MBA (DLW) 2","15","Corporate Services","079","Educational Enterprise","255","Wiley","A","Active","10","GT","","","LM","Critical Integration in Management","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002020","08","35209","LI Politics of Sex & Sexuality","12","College Social Sciences","053","Government","142","Political Sci & Intern'tl Stud","D","Dormant (but will run later)","20","UG","","","LI","LI Politics of Sex and Sexuality","N","6","Semester 2","N","N","N","","","","","2020/02/12 00:00:00","","","","","999999"
"002026","002020","08","35195","LH Climate Change in Asia","12","College Social Sciences","053","Government","142","Political Sci & Intern'tl Stud","D","Dormant (but will run later)","20","UG","","","LH","LH Climate Change in Asia","N","5","Semester 1","N","N","Y","","","","","2020/02/11 00:00:00","","","","","999999"
"002026","002020","09","36091","LM App to the Stud of Islam","11","College Arts and Law","050","Phil, Theology and Religion","150","Theology and Religion","A","Active","20","GT","","","LM","LM Approaches to the Study of Islam","N","5","Semester 1","N","N","Y","","","","","2020/07/14 00:00:00","","","","","999999"
"002026","002021","07","36152","LH Contemp Issues Market (SIM)","12","College Social Sciences","012","Birmingham Business School","197","Marketing","A","Active","20","UG","","","LH","LH Contemporary Issues in Marketing","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002021","07","36191","LH Crisis Management (Sing PT)","12","College Social Sciences","012","Birmingham Business School","261","Management","A","Active","20","UG","","","LH","LH Crisis Management","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002021","09","37472","LH Special Sub A: Carth + Rome","11","College Arts and Law","047","History and Cultures","239","Classics, AH and Archaeology","D","Dormant (but will run later)","20","UG","","","LH","LH Special Subject A: Carthage and Rome","N","5","Semester 1","N","N","Y","","","","","2021/08/20 00:00:00","","","","","999999"
"002026","002016","10","29016","LI The Broadw Musica fr Sho S1","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","134","Music","D","Dormant (but will run later)","20","UG","","","LI","LI The Broadway Musical from Show Boat to Sondheim","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002019","03","34123","LI Acad Dev + Career Build","10","College Life and Env Sci","038","School of Bioscience","038","School of Biosciences","A","Active","0","UG","","","LI","LI Academic Development & Career Building","N","6","Semester 2","N","N","Y","","","","","2019/07/18 00:00:00","","","","","999999"
"002026","002020","06","34047","LC Sequences + Series","13","College Eng and Physical Sci","029","Mathematics","029","Mathematics","A","Active","10","UG","","","LC","LC Sequences and Series","N","5","Semester 1","N","N","Y","","","","","2019/07/18 00:00:00","","","","","999999"
"002026","002020","02","33718","LM Chronic Disease Management","14","College Medicine and Health","084","School of Health Sciences","023","Nursing and Midwifery","A","Active","20","GT","","","LM","LM Chronic Disease Management","N","5","Semester 1","N","N","Y","","","","","2019/07/12 00:00:00","","","","","999999"
"002026","002017","08","30627","LM Phil Soc Science Res B","12","College Social Sciences","054","COS - College Hub","200","COS - College Hub","A","Active","20","GT","","","LM","LM Philosophy of Social Science Research B","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002017","07","30445","LF Qua Met for Bus + Eco Dubai","12","College Social Sciences","012","Birmingham Business School","211","Birmingham Business School","A","Active","20","UG","","","LF","LF Quantitative Methods for Business and Economics","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002016","11","30015","LC Equ Tech App Cust Fitting","10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","235","Golf Studies","A","Active","10","UG","","","LC","LC Equipment Technology and Applied Custom Fitting","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
