"College Code","College Desc","Division Code","Division Desc","Dept1 Short Desc","Dept2 Code","Dept2 Short Desc","Dept1 Code","Prog Code","Prog Short Title","Prog Long Title","ATAS Req’d Ind","Prog Mode Code","Prog Mode Desc","Campus Code","Campus Desc","Length","Degree Code","Degree Long Desc","Joint Honours Ind","Alt Qual Ind","Subject1 Code","Subject1 Desc","Subject2 Code","Subject2 Desc","Subject3 Code","Subject3 Desc","Delivering Institution 1 Code","Delivering Institution 1 Desc","Delivering Institution 2 Code","Delivering Institution 2 Desc","Delivering Institution 3 Code","Delivering Institution 3 Desc","UOM Code","UOM Desc","Major Dept Code","Major Dept Short Desc","Reg Body Code","Reg Body Desc"
"10","College Life and Env Sci","038","School of Bioscience","School of Biosciences","016","Computer Science","038","8140","BSc Biochemistry w Comp Sci","Biochemistry with Year in Computer Science","N","01","Full-time","B","Birmingham","4","004","Bachelor of Science","N","N","C700","Molecular biology, biophysics & bi","I100","Computer science","","","0110","University of Birmingham","","","","","1","Year(s)","038","School of Biosciences","",""
"10","College Life and Env Sci","022","School of Geog Earth & Env Sci","Earth and Environ Sciences","","","019","8145","PG Aff Environ Health FT","Environmental Health","N","01","Full-time","B","Birmingham","12","087","Postgraduate Affiliate","N","N","B910","Environmental health","","","","","0110","University of Birmingham","","","","","2","Months","019","Earth and Environ Sciences","",""
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","","","216","815C","PGCert Pub Health (Glo Hea) PT","Public Health (Global Health)","N","31","Part-time.","B","Birmingham","8","086","Postgraduate Certificate","N","N","B900","Others in subjects allied to medici","","","","","0110","University of Birmingham","","","","","2","Months","216","Inst of Applied Health Res","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Shakespeare Institute","","","171","8209","PGCert Shakespeare Stud AQ","Shakespeare Studies","N","","","B","Birmingham","","086","Postgraduate Certificate","N","Y","","","","","","","0110","University of Birmingham","","","","","","","171","Shakespeare Institute","",""
"11","College Arts and Law","027","Birmingham Law School","Law","","","027","820E","LLB Law w Foundation Year","Law with Foundation Year","N","01","Full-time","B","Birmingham","4","017","Bachelor of Laws","N","N","M200","Law by topic","","","","","0110","University of Birmingham","","","","","1","Year(s)","027","Law","",""
"10","College Life and Env Sci","022","School of Geog Earth & Env Sci","Earth and Environ Sciences","","","019","823C","MSci Palaeonto+ Geol w Int Yr","Palaeontology and Geology with an International Year","N","01","Full-time","B","Birmingham","4","096","Master in Science","N","N","F600","Geology","F641","Palaeontology","","","0110","University of Birmingham","","","","","1","Year(s)","019","Earth and Environ Sciences","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Institute of Clinical Sciences","","","256","8263","PGCert Health Car Eth + Law AQ","Health Care Ethics and Law","N","","","B","Birmingham","","086","Postgraduate Certificate","N","Y","","","","","","","0110","University of Birmingham","","","","","","","256","Institute of Clinical Sciences","",""
"12","College Social Sciences","012","Birmingham Business School","Management","","","261","826E","BSc Bus Man w Mark w Fou Yr FT","Business Management with Marketing with Foundation Year","N","01","Full-time","B","Birmingham","4","004","Bachelor of Science","N","N","N200","Management studies","N500","Marketing","","","0110","University of Birmingham","","","","","1","Year(s)","261","Management","",""
"12","College Social Sciences","053","Government","International Development","","","113","8296","MSc Int Dev (Pov In Dev) PT","International Development (Poverty, Inequality and Development)","N","31","Part-time.","B","Birmingham","24","039","Master of Science","N","N","L420","International social policy","","","","","0110","University of Birmingham","","","","","2","Months","113","International Development","",""
"15","Corporate Services","072","Liberal Arts & Natural Science","Liberal Arts & Natural Science","","","238","830D","MArt Lib Arts + Sci Cre Wri PT","Liberal Arts and Sciences (Creative Writing)","N","31","Part-time.","B","Birmingham","8","154","Master of Arts","N","N","Y000","Combined/general subject unspe","","","","","0110","University of Birmingham","","","","","1","Year(s)","238","Liberal Arts & Natural Science","",""
"12","College Social Sciences","053","Government","International Development","","","113","8311","MSc Int Dev (GovStaBu) Mo Ibra","International Development (Governance and State Building) with Internship","N","01","Full-time","B","Birmingham","24","039","Master of Science","N","N","L420","International social policy","","","","","0110","University of Birmingham","","","","","2","Months","113","International Development","",""
"10","College Life and Env Sci","038","School of Bioscience","School of Biosciences","","","038","833E","BSc Biochemis W Foundation FT","Biochemistry with Foundation Year","N","01","Full-time","B","Birmingham","3","004","Bachelor of Science","N","N","C700","Molecular biology, biophysics & bi","","","","","0110","University of Birmingham","","","","","1","Year(s)","038","School of Biosciences","",""
"13","College Eng and Physical Sci","032","Physics and Astronomy","Physics & Astronomy","","","032","837B","MRes Trans Quantum Tech FT","Translational Quantum Technology","Y","01","Full-time","B","Birmingham","12","110","Master of Research","N","N","F300","Physics","","","","","0110","University of Birmingham","","","","","2","Months","032","Physics & Astronomy","",""
"12","College Social Sciences","020","School of Education","Teacher Education","","","228","8419","PGDipEd (QTS) History","Secondary Education (QTS) History","N","01","Full-time","B","Birmingham","10","132","Postgraduate Diploma","N","N","V100","History by period","","","","","0110","University of Birmingham","","","","","2","Months","228","Teacher Education","",""
"12","College Social Sciences","020","School of Education","Teacher Education","","","228","8421","PGDipEd (QTS) Phys Ed","Secondary Education (QTS) Physical Education","N","01","Full-time","B","Birmingham","10","132","Postgraduate Diploma","N","N","C600","Sports science","","","","","0110","University of Birmingham","","","","","2","Months","228","Teacher Education","",""
"12","College Social Sciences","020","School of Education","Teacher Education","","","228","8425","PGDipEd (QTS) Spanish","Secondary Education (QTS) Modern Languages: Spanish","N","01","Full-time","B","Birmingham","10","132","Postgraduate Diploma","N","N","R400","Spanish studies","","","","","0110","University of Birmingham","","","","","2","Months","228","Teacher Education","",""
"14","College Medicine and Den Sci","065","Cancer Studies","Inst of Cancer / Genomic Sci","","","128","845E","MSc Health Data Science FT","Health Data Science","N","01","Full-time","B","Birmingham","1","039","Master of Science","N","N","B900","Others in subjects allied to medici","I520","Bioinformatics","","","0110","University of Birmingham","","","","","1","Year(s)","128","Inst of Cancer / Genomic Sci","",""
"10","College Life and Env Sci","022","School of Geog Earth & Env Sci","Earth and Environ Sciences","022","Geography","019","8469","MSci Geol + Phys Geography FT","Geology and Physical Geography","N","01","Full-time","B","Birmingham","4","096","Master in Science","N","N","F600","Geology","F800","","","","0110","University of Birmingham","","","","","1","Year(s)","019","Earth and Environ Sciences","",""
"11","College Arts and Law","050","Phil, Theology and Religion","Philosophy","","","140","8485","PGDip Phil Health + Happ AQ","Philosophy in Health and Happiness","N","","","B","Birmingham","","001","Postgraduate Diploma","N","Y","V500","Philosophy","","","","","0110","University of Birmingham","","","","","","","140","Philosophy","",""
"13","College Eng and Physical Sci","058","Metallurgy and Materials","Metallurgy & Materials","","","031","8519","PGCert Eff Foss Energy Tec AQ","Efficient Fossil Energy Technologies","N","","","J","Joint Institutions","","086","Postgraduate Certificate","N","Y","J910","Energy technologies","","","","","0110","University of Birmingham","0155","The University of Nottingham","Z138","Loughborough University","","","031","Metallurgy & Materials","",""
"10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","Sport, Ex and Rehab Sciences","","","036","851D","PGCert Phys Ed + Wellb AQ","Physical Education and Wellbeing","N","","","D","Distance Education","","086","Postgraduate Certificate","N","Y","C690","Sport and exercise science not","","","","","0110","University of Birmingham","","","","","","","036","Sport, Ex and Rehab Sciences","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","","","227","8535","BA Mod Lan (Ger, Ita, Russ)FT","Modern Languages (German, Italian, Russian)","N","01","Full-time","B","Birmingham","4","003","Bachelor of Arts","N","N","R200","German studies","R300","Italian studies","R711","Russian language","0110","University of Birmingham","","","","","1","Year(s)","227","Modern Languages","",""
"13","College Eng and Physical Sci","032","Physics and Astronomy","Physics & Astronomy","016","Computer Science","032","8550","BSc Theoret Phys w Comp Sci","Theoretical Physics with Year in Computer Science","N","01","Full-time","B","Birmingham","4","004","Bachelor of Science","N","N","F340","Mathematical & theoretical physics","I100","Computer science","","","0110","University of Birmingham","","","","","1","Year(s)","032","Physics & Astronomy","",""
"12","College Social Sciences","053","Government","Inst Local Government Studies","","","131","855C","PGCert Pub Man +Lead FT blend","Public Management and Leadership","N","01","Full-time","B","Birmingham","1","086","Postgraduate Certificate","N","N","L231","Public administration","N200","Management studies","","","0110","University of Birmingham","","","","","1","Year(s)","131","Inst Local Government Studies","",""
"10","College Life and Env Sci","022","School of Geog Earth & Env Sci","Earth and Environ Sciences","","","019","8575","BSc Geology (Inter Stud) AQ","Geology (International Study)","N","","","B","Birmingham","","004","Bachelor of Science","N","Y","F600","Geology","","","","","0110","University of Birmingham","","","","","","","019","Earth and Environ Sciences","",""
"12","College Social Sciences","053","Government","Political Sci & Intern'tl Stud","","","142","8580","DipHE Political Economy AQ","Political Economy","N","","","B","Birmingham","","097","Diploma of Higher Education","N","Y","","","","","","","0110","University of Birmingham","","","","","","","142","Political Sci & Intern'tl Stud","",""
"11","College Arts and Law","047","History and Cultures","Classics, AH and Archaeology","016","Computer Science","239","8610","BA Class Lit + Civ w Comp Sci","Classical Literature and Civilisation with Year in Computer Science","N","01","Full-time","B","Birmingham","4","003","Bachelor of Arts","N","N","I100","Computer science","Q800","Classical studies","","","0110","University of Birmingham","","","","","1","Year(s)","239","Classics, AH and Archaeology","",""
"13","College Eng and Physical Sci","056","Chemical Engineering","Chemical Engineering","","","013","861B","CertHE Chem Eng w Ind St AQ","Chemical Engineering with Industrial Study","N","","","B","Birmingham","","105","Certificate of Higher Education","N","Y","","","","","","","0110","University of Birmingham","","","","","","","013","Chemical Engineering","",""
"12","College Social Sciences","035","School of Social Policy","Soc Policy, Sociology & Crimin","","","262","861D","MA Glo Pub Pol (Int Pla) FT","Global Public Policy with Integrated Placement","N","01","Full-time","B","Birmingham","21","038","Master of Arts","N","N","L400","Social policy","","","","","0110","University of Birmingham","","","","","2","Months","262","Soc Policy, Sociology & Crimin","",""
"12","College Social Sciences","053","Government","Political Sci & Intern'tl Stud","","","142","8648","BA Internat Rel + Spanish FT","International Relations with Spanish","N","01","Full-time","B","Birmingham","4","003","Bachelor of Arts","N","N","L200","Politics","R400","Spanish studies","","","0110","University of Birmingham","","","","","1","Year(s)","142","Political Sci & Intern'tl Stud","",""
"12","College Social Sciences","012","Birmingham Business School","Birmingham Business School","","","211","8671","PGDip Soc Res (Business) PT","Social Research (Business)","N","31","Part-time.","B","Birmingham","16","001","Postgraduate Diploma","N","N","N190","Business studies not elsewhere clas","","","","","0110","University of Birmingham","","","","","2","Months","211","Birmingham Business School","",""
"11","College Arts and Law","047","History and Cultures","History","","","225","8681","PGDip Heritage + Identity AQ","Heritage and Identity","N","31","Part-time.","D","Distance Education","18","001","Postgraduate Diploma","N","Y","V300","History by topic","","","","","0110","University of Birmingham","","","","","2","Months","225","History","",""
"15","Corporate Services","082","HEFI","HEFi","","","272","870B","PGCert Higher Education PT","Higher Education","N","31","Part-time.","B","Birmingham","18","086","Postgraduate Certificate","N","N","X342","Academic studies in higher educatio","","","","","0110","University of Birmingham","","","","","2","Months","272","HEFi","",""
"13","College Eng and Physical Sci","056","Chemical Engineering","Chemical Engineering","","","013","874C","MSc Indu Proj Man PT Blend GSK","Industrial Project Management","Y","31","Part-time.","D","Distance Education","3","039","Master of Science","N","N","H800","Chemical, process & energy enginee","N200","Management studies","","","0110","University of Birmingham","","","","","1","Year(s)","013","Chemical Engineering","",""
"12","College Social Sciences","020","School of Education","Education & Social Justice","","","229","876D","MA Education (Inc & Dis) FT","Education (Inclusion and Disability)","N","01","Full-time","B","Birmingham","12","038","Master of Arts","N","N","L433","Education policy","","","","","0110","University of Birmingham","","","","","2","Months","229","Education & Social Justice","",""
"12","College Social Sciences","053","Government","Political Sci & Intern'tl Stud","","","142","881A","DipHE Intern Rel w Pol Sci AQ","International Relations with Political Science","N","","","B","Birmingham","","097","Diploma of Higher Education","N","Y","","","","","","","0110","University of Birmingham","","","","","","","142","Political Sci & Intern'tl Stud","",""
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","","","216","8846","PG Aff Health Econ No Fee","Health Economics","N","31","Part-time.","B","Birmingham","99","087","Postgraduate Affiliate","N","N","A900","Others in medicine & dentistry","","","","","0110","University of Birmingham","","","","","9","Not applicable","216","Inst of Applied Health Res","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Institute of Clinical Sciences","","","256","8849","PG VRS Nursing FT","Nursing","N","01","Full-time","B","Birmingham","12","134","Visiting Research Student","N","N","B700","Nursing","","","","","0110","University of Birmingham","","","","","2","Months","256","Institute of Clinical Sciences","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Eng Lang and Linguistics","","","237","890B","MA App Ling w TESOL FT","Applied Linguistics with Teaching English to Speakers of Other Languages","N","01","Full-time","B","Birmingham","1","038","Master of Arts","N","N","Q100","","Q330","English as a second language","","","0110","University of Birmingham","","","","","1","Year(s)","237","Eng Lang and Linguistics","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Eng Lang and Linguistics","","","237","891B","PGDip App Ling w TESOL AQ","Applied Linguistics with Teaching English to Speakers of Other Languages","N","","","B","Birmingham","","001","Postgraduate Diploma","N","Y","","","","","","","0110","University of Birmingham","","","","","","","237","Eng Lang and Linguistics","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Eng Lang and Linguistics","","","237","8920","PGCert Applied Linguistics AQ","Applied Linguistics","N","","","R","Totally Taught Abroad","","086","Postgraduate Certificate","N","Y","","","","","","","0110","University of Birmingham","","","","","","","237","Eng Lang and Linguistics","",""
"13","College Eng and Physical Sci","080","School of Engineering","Civil Engineering","","","015","896C","PGDip Rail Saf+Con Sy w Pre FT","Railway Safety and Control Systems","N","01","Full-time","J","Joint Institutions","10","001","Postgraduate Diploma","N","N","H200","Civil engineering","","","","","0110","University of Birmingham","Z159","The University of York","","","2","Months","015","Civil Engineering","",""
"13","College Eng and Physical Sci","029","Mathematics","Mathematics","","","029","9005","PGCert MORSE AQ","Mathematics, Operational Research Statistics and Econometrics (MORSE)","N","","","B","Birmingham","","086","Postgraduate Certificate","N","Y","","","","","","","0110","University of Birmingham","","","","","","","029","Mathematics","",""
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","","","216","901A","UG Aff Affliate Prim Care PT","Primary Care","N","01","Full-time","B","Birmingham","99","073","Undergraduate Affiliate","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","1","Year(s)","216","Inst of Applied Health Res","",""
"11","College Arts and Law","027","Birmingham Law School","Law","","","027","901D","DipHE Law with Criminology AQ","Law with Criminology","N","","","B","Birmingham","","097","Diploma of Higher Education","N","Y","","","","","","","0110","University of Birmingham","","","","","","","027","Law","",""
"10","College Life and Env Sci","022","School of Geog Earth & Env Sci","Earth and Environ Sciences","","","019","903E","MSci Geology (Inter Study) Inv","Geology with an International Year","N","01","Full-time","B","Birmingham","4","096","Master in Science","N","N","F600","Geology","","","","","","","","","","","1","Year(s)","019","Earth and Environ Sciences","",""
"13","College Eng and Physical Sci","080","School of Engineering","Civil Engineering","","","015","905C","PGDip Rail Safe + Cont Sys FT","Railway Safety and Control Systems","N","01","Full-time","J","Joint Institutions","8","001","Postgraduate Diploma","N","N","H290","Civil engineering not elsewhere cla","","","","","0110","University of Birmingham","Z159","The University of York","","","2","Months","015","Civil Engineering","",""
"13","College Eng and Physical Sci","080","School of Engineering","Mechanical Engineering","031","Metallurgy & Materials","028","9078","MEng Mech Eng Year Abr FT","Mechanical Engineering with a Year Abroad","Y","01","Full-time","B","Birmingham","4","021","Master of Engineering","N","N","H300","Mechanical engineering","","","","","0110","University of Birmingham","","","","","1","Year(s)","028","Mechanical Engineering","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","","","227","9086","BA Mod Lang (Chin, Fre, Spa)","Modern Languages (Chinese, French, Spanish)","N","01","Full-time","B","Birmingham","4","003","Bachelor of Arts","N","N","T100","Chinese studies","R100","French studies","R400","Spanish studies","0110","University of Birmingham","","","","","1","Year(s)","227","Modern Languages","",""
"13","College Eng and Physical Sci","080","School of Engineering","Civil Engineering","","","015","908C","PGCert Rail Saf + Contr Sys FT","Railway Safety and Control Systems","N","01","Full-time","J","Joint Institutions","4","086","Postgraduate Certificate","N","N","H290","Civil engineering not elsewhere cla","","","","","0110","University of Birmingham","Z159","The University of York","","","2","Months","015","Civil Engineering","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Nursing and Midwifery","","","023","910E","PG Aff Quant Meth in Health PT","Quantitative Methods in Healthcare","N","31","Part-time.","B","Birmingham","99","087","Postgraduate Affiliate","N","N","B700","Nursing","","","","","0110","University of Birmingham","","","","","9","Not applicable","023","Nursing and Midwifery","",""
"10","College Life and Env Sci","033","School of Psychology","School of Psychology","","","033","9118","BSc Psychology w Yr Abr FT","Psychology with Year Abroad","N","01","Full-time","B","Birmingham","4","004","Bachelor of Science","N","N","C800","","","","","","0110","University of Birmingham","","","","","1","Year(s)","033","School of Psychology","",""
"15","Corporate Services","068","Academic Services","Birmingham International Acad","","","214","9121","EAP Presessional 20 wks summer","English for Academic Purposes Presessional Course","N","01","Full-time","B","Birmingham","20","135","Common European Framework of Reference for Languages B2","N","N","Q330","English as a second language","","","","","0110","University of Birmingham","","","","","3","Weeks","214","Birmingham International Acad","",""
"10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","Sport, Ex and Rehab Sciences","","","036","9133","AdCert Golf Coaching DE","Golf Coaching","N","31","Part-time.","D","Distance Education","12","090","Advanced Certificate","N","N","N870","","","","","","0110","University of Birmingham","","","","","2","Months","036","Sport, Ex and Rehab Sciences","",""
"15","Corporate Services","068","Academic Services","Birmingham International Acad","","","214","9139","EAP 22 week FT","English for Academic Purposes Presessional Programme","N","01","Full-time","B","Birmingham","22","135","Common European Framework of Reference for Languages B2","N","N","Q330","English as a second language","","","","","0110","University of Birmingham","","","","","3","Weeks","214","Birmingham International Acad","",""
"12","College Social Sciences","053","Government","International Development","","","113","9146","MSc ID (Con Sec + Dev) DL Flex","International Development (Conflict, Security and Development)","N","31","Part-time.","D","Distance Education","24","039","Master of Science","N","N","L420","International social policy","","","","","0110","University of Birmingham","","","","","2","Months","113","International Development","",""
"12","College Social Sciences","020","School of Education","Teacher Education","","","228","914D","PGDipED Woo Gre Aca Geo SD FT","Secondary Education: Geography","N","01","Full-time","B","Birmingham","10","132","Postgraduate Diploma","N","N","X130","Training teachers - secondary","","","","","0110","University of Birmingham","","","","","2","Months","228","Teacher Education","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","","","227","915C","BA Mod Lang (Germ w Span) FT","Modern Languages (German with Spanish)","N","01","Full-time","B","Birmingham","4","003","Bachelor of Arts","N","N","R200","German studies","R400","Spanish studies","","","0110","University of Birmingham","","","","","1","Year(s)","227","Modern Languages","",""
"13","College Eng and Physical Sci","029","Mathematics","Mathematics","","","029","9160","PGDip Mat & Comp Bio & Med AQ","Mathematics and Computation in Biology and Medicine","N","","","B","Birmingham","","001","Postgraduate Diploma","N","Y","","","","","","","0110","University of Birmingham","","","","","","","029","Mathematics","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","","","227","917C","BA Mod Lang (Fre, Sp, Cat) FT","Modern Languages (French, Spanish and Catalan)","N","01","Full-time","B","Birmingham","4","003","Bachelor of Arts","N","N","R711","Russian language","R400","Spanish studies","R490","Spanish studies not elsewhere class","0110","University of Birmingham","","","","","1","Year(s)","227","Modern Languages","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","","","227","9194","MRes Sexuality + Gender St FT","Sexuality and Gender Studies","N","01","Full-time","B","Birmingham","12","110","Master of Research","N","N","L900","Others in social studies","","","","","0110","University of Birmingham","","","","","2","Months","227","Modern Languages","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","","","227","9195","MRes Sexuality + Gender St PT","Sexuality and Gender Studies","N","31","Part-time.","B","Birmingham","2","110","Master of Research","N","N","L900","Others in social studies","","","","","0110","University of Birmingham","","","","","1","Year(s)","227","Modern Languages","",""
"12","College Social Sciences","020","School of Education","School of Education","","","020","9217","MRes Ed Studs - 2 Years PT","Educational Studies","N","31","Part-time.","B","Birmingham","24","110","Master of Research","N","N","X300","Academic studies in education","","","","","0110","University of Birmingham","","","","","2","Months","020","School of Education","",""
"11","College Arts and Law","047","History and Cultures","History","","","225","9262","MRes Medieval History PT","Medieval History","N","31","Part-time.","B","Birmingham","24","110","Master of Research","N","N","V100","History by period","","","","","0110","University of Birmingham","","","","","2","Months","225","History","",""
"13","College Eng and Physical Sci","029","Mathematics","Mathematics","","","029","9273","MRes Pure Mathematics PT","Pure Mathematics","Y","31","Part-time.","B","Birmingham","24","110","Master of Research","N","N","G100","Mathematics","","","","","0110","University of Birmingham","","","","","2","Months","029","Mathematics","",""
"13","College Eng and Physical Sci","029","Mathematics","Mathematics","","","029","9281","MRes Management Maths PT","Management Mathematics","Y","31","Part-time.","B","Birmingham","24","110","Master of Research","N","N","G100","Mathematics","","","","","0110","University of Birmingham","","","","","2","Months","029","Mathematics","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Nursing and Midwifery","","","023","930E","PG Aff Adv Mus Phy 2 (Nurs0CR)","Advanced Musculoskeletal Physiotherapy 2: Upper Quadrant","N","31","Part-time.","B","Birmingham","1","087","Postgraduate Affiliate","N","N","B700","Nursing","","","","","0110","University of Birmingham","","","","","1","Year(s)","023","Nursing and Midwifery","",""
"10","College Life and Env Sci","022","School of Geog Earth & Env Sci","Geography","","","022","933D","CertHE Plan + Soc Pol AQ","Planning and Social Policy","N","","","B","Birmingham","","105","Certificate of Higher Education","N","Y","K400","Planning (urban, rural & regional)","L400","Social policy","","","0110","University of Birmingham","","","","","","","022","Geography","",""
"12","College Social Sciences","020","School of Education","Teacher Education","","","228","936C","Maths SKE  (12 weeks)(NC) FT","Mathematics Subject Knowledge Enhancement","N","01","Full-time","B","Birmingham","12","153","Subject Knowledge Enhancement","N","N","G100","Mathematics","","","","","0110","University of Birmingham","","","","","3","Weeks","228","Teacher Education","",""
"12","College Social Sciences","053","Government","International Development","","","113","937C","PGDip Int Dev (Gov + State) AQ","International Development (Government and Statebuilding)","N","","","B","Birmingham","","001","Postgraduate Diploma","N","Y","L420","International social policy","","","","","0110","University of Birmingham","","","","","","","113","International Development","",""
"10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","Sport, Ex and Rehab Sciences","","","036","9395","MRes Sports Coach (Ed) PT","Sports Coaching (Education)","N","31","Part-time.","B","Birmingham","24","110","Master of Research","N","N","X151","Training teachers - coaching","","","","","0110","University of Birmingham","","","","","2","Months","036","Sport, Ex and Rehab Sciences","",""
"12","College Social Sciences","020","School of Education","Teacher Education","","","228","940C","PGDipE Maths Earl High (App)","Secondary Education: Mathematics","N","02","Other full-time","B","Birmingham","10","168","Postgraduate Diploma","N","N","G100","Mathematics","","","","","0110","University of Birmingham","","","","","2","Months","228","Teacher Education","",""
"13","College Eng and Physical Sci","056","Chemical Engineering","Chemical Engineering","","","013","944E","PhD Integ Stud Formulat Eng PT","Formulation Engineering","Y","31","Part-time.","B","Birmingham","5","109","Doctor of Philosophy with Integrated Study","N","N","H810","Chemical engineering","","","","","0110","University of Birmingham","","","","","1","Year(s)","013","Chemical Engineering","",""
"12","College Social Sciences","020","School of Education","Teacher Education","","","228","947C","PGDipE Comput Wind High (App)","Secondary Education: Computing","N","02","Other full-time","B","Birmingham","10","168","Postgraduate Diploma","N","N","I100","Computer science","","","","","0110","University of Birmingham","","","","","2","Months","228","Teacher Education","",""
"12","College Social Sciences","035","School of Social Policy","Soc Policy, Sociology & Crimin","","","262","9486","PGDip Migr, Superdiv & Pol FT","Migration, Superdiversity and Policy","N","01","Full-time","B","Birmingham","8","001","Postgraduate Diploma","N","N","L420","International social policy","","","","","0110","University of Birmingham","","","","","2","Months","262","Soc Policy, Sociology & Crimin","",""
"11","College Arts and Law","047","History and Cultures","Classics, AH and Archaeology","","","239","9513","PGDip Archae (Cult Archae) PT","Archaeology (Cultural Archaeology)","N","31","Part-time.","B","Birmingham","16","001","Postgraduate Diploma","N","N","V400","Archaeology","","","","","0110","University of Birmingham","","","","","2","Months","239","Classics, AH and Archaeology","",""
"12","College Social Sciences","020","School of Education","Teacher Education","","","228","954C","PGDipE History Earl High (App)","Secondary Education: History","N","02","Other full-time","B","Birmingham","10","168","Postgraduate Diploma","N","N","V100","History by period","","","","","0110","University of Birmingham","","","","","2","Months","228","Teacher Education","",""
"10","College Life and Env Sci","033","School of Psychology","School of Psychology","","","033","954E","MSc(I)Brain Imag + Cog Neu FT","Brain Imaging and Cognitive Neuroscience","N","01","Full-time","B","Birmingham","1","039","Master of Science","N","N","C800","","","","","","","","","","","","1","Year(s)","033","School of Psychology","",""
"12","College Social Sciences","012","Birmingham Business School","Economics","016","Computer Science","115","9587","BSc Economics w Comp Sci","Economics with Year in Computer Science","N","01","Full-time","B","Birmingham","4","004","Bachelor of Science","N","N","I100","Computer science","L100","Economics","","","0110","University of Birmingham","","","","","1","Year(s)","115","Economics","",""
"12","College Social Sciences","020","School of Education","Teacher Education","","","228","958C","PGCE Primary Manor Pr  (App)","Primary Education","N","02","Other full-time","B","Birmingham","10","167","Postgraduate Certificate in Education","N","N","X120","Training teachers - primary","","","","","0110","University of Birmingham","","","","","2","Months","228","Teacher Education","",""
"12","College Social Sciences","012","Birmingham Business School","Economics","016","Computer Science","115","9595","BSc Money Bank + Fin w Comp Sc","Money, Banking and Finance with Year in Computer Science","N","01","Full-time","B","Birmingham","4","004","Bachelor of Science","N","N","I100","Computer science","N300","Finance","","","0110","University of Birmingham","","","","","1","Year(s)","115","Economics","",""
"10","College Life and Env Sci","033","School of Psychology","School of Psychology","016","Computer Science","033","9601","MSc Comp Neuro + Cog Rob PT","Computational Neuroscience and Cognitive Robotics","N","31","Part-time.","B","Birmingham","2","039","Master of Science","N","N","C848","Psychology of mental health","I140","Human-computer interaction","","","0110","University of Birmingham","","","","","1","Year(s)","033","School of Psychology","",""
"13","College Eng and Physical Sci","080","School of Engineering","Elec, Elec & Sys Engineering","","","021","9632","PGDip Electric Power System AQ","Electrical Power Systems","N","","","B","Birmingham","","001","Postgraduate Diploma","N","Y","","","","","","","0110","University of Birmingham","","","","","","","021","Elec, Elec & Sys Engineering","",""
"11","College Arts and Law","047","History and Cultures","History","140","Philosophy","225","9653","CertHE History + Philosophy AQ","History and Philosophy","N","","","B","Birmingham","","105","Certificate of Higher Education","N","Y","","","","","","","0110","University of Birmingham","","","","","","","225","History","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Music","","","134","9669","BMus with Year Abroad  FT","with Year Abroad","N","01","Full-time","B","Birmingham","4","009","Bachelor of Music","N","N","W300","Music","","","","","0110","University of Birmingham","","","","","1","Year(s)","134","Music","",""
"12","College Social Sciences","012","Birmingham Business School","Management","016","Computer Science","261","9677","BSc Bus Man Y/ Ind w/Com Sc FT","Business Management with Year in Industry with Year in Computer Science","N","01","Full-time","B","Birmingham","5","004","Bachelor of Science","N","N","I100","Computer science","N100","Business studies","","","0110","University of Birmingham","","","","","1","Year(s)","261","Management","",""
"13","College Eng and Physical Sci","080","School of Engineering","Civil Engineering","","","015","968C","MSc Geotechnical Eng PT Fixed","Geotechnical Engineering","N","31","Part-time.","B","Birmingham","24","039","Master of Science","N","N","H250","Geotechnical engineering","","","","","0110","University of Birmingham","","","","","2","Months","015","Civil Engineering","",""
